69: [33.38, 24.03, 41.89, 44.97, 11.71, 43.01, 10.14, 36.12, 4.33, 35.73, 35.62, 19.29, 8.92, 62.88, 17.21, 13.65]
70: [52.11, 36.88, 23.98, 58.60, 32.00, 54.03, 15.07, 19.06, 31.35, 23.80, 7.11, 74.62, 50.07, 37.75, 45.09, 47.16]
71: [12.41, 22.47, 53.70, 50.55, 38.63, 14.02, 11.02, 31.23, 7.58, 73.08, 32.64, 32.50, 19.89, 56.95, 50.75, 11.04]
72: [146.03, 38.09, 29.05, 58.00, 42.04, 40.98, 32.10, 25.37, 70.26, 74.32, 57.46, 2.94, 43.08, 23.84, 53.94, 22.25]
73: [50.84, 44.77, 48.48, 24.23, 34.67, 61.42, 52.51, 22.06, 60.50, 32.24, 14.06, 65.49, 57.03, 54.85, 42.51, 5.99]
74: [142.25, 44.52, 35.95, 22.21, 79.28, 21.69, 48.09, 32.75, 47.23, 35.52, 6.87, 43.88, 34.12, 34.50, 25.00, 43.14]
75: [154.29, 57.26, 24.60, 48.38, 50.04, 39.98, 32.29, 37.85, 5.16, 5.83, 64.89, 16.17, 64.10, 25.67, 52.90, 25.65]
76: [54.64, 34.47, 80.08, 51.97, 49.14, 49.16, 31.45, 35.65, 59.48, 32.30, 2.43, 27.42, 25.33, 41.64, 51.47, 18.59]
77: [84.42, 35.19, 26.10, 40.51, 57.46, 53.24, 26.37, 32.84, 29.86, 7.00, 36.20, 64.95, 22.38, 38.13, 17.13, 13.48]
78: [136.04, 35.71, 16.08, 4.60, 43.92, 20.38, 17.23, 13.08, 38.47, 59.84, 54.05, 41.54, 53.32, 20.13, 16.20, 48.88]
79: [73.44, 104.48, 25.58, 49.08, 19.10, 11.78, 33.95, 70.00, 72.00, 76.22, 60.31, 39.76, 41.88, 49.91, 69.06, 24.48]
80: [88.84, 69.52, 88.22, 53.43, 53.25, 20.53, 77.94, 35.52, 80.00, 117.74, 105.37, 55.95, 35.37, 120.37, 70.35, 40.41]
81: [18.58, 63.48, 96.19, 74.43, 57.80, 68.01, 73.01, 15.69, 42.98, 58.09, 65.94, 70.44, 56.11, 28.90, 41.08, 83.84]
82: [41.94, 63.76, 77.61, 68.42, 14.88, 30.74, 68.97, 20.29, 32.82, 81.55, 34.30, 31.61, 58.56, 110.88, 42.16, 12.99]
83: [53.91, 36.51, 94.09, 87.06, 88.52, 78.64, 76.63, 44.16, 48.66, 88.15, 19.54, 13.29, 49.28, 74.58, 18.93, 67.88]
84: [117.11, 44.30, 38.78, 37.94, 63.92, 13.94, 34.46, 72.64, 71.24, 92.82, 29.13, 56.34, 102.91, 55.54, 64.77, 27.68]
85: [116.73, 21.59, 84.37, 7.61, 112.61, 53.02, 46.65, 91.82, 71.64, 66.90, 55.00, 11.05, 42.32, 18.38, 87.77, 27.91]
86: [138.59, 20.67, 22.23, 28.99, 37.04, 16.27, 38.86, 19.62, 33.88, 28.16, 45.31, 41.79, 51.40, 41.73, 29.22, 36.17]
87: [146.48, 19.38, 34.70, 29.63, 44.35, 12.44, 23.98, 40.89, 46.68, 38.79, 14.35, 62.13, 67.83, 81.76, 38.17, 21.62]
88: [105.76, 24.26, 25.49, 22.26, 57.82, 43.90, 43.23, 31.42, 17.48, 24.88, 45.57, 39.57, 44.60, 44.41, 34.79, 36.70]
89: [28.35, 49.52, 17.98, 43.70, 30.58, 45.95, 28.46, 23.85, 23.59, 84.77, 31.07, 34.52, 28.51, 39.13, 29.48, 19.89]
90: [137.14, 55.28, 6.82, 51.63, 38.15, 42.54, 29.68, 18.61, 38.49, 32.15, 49.91, 44.46, 17.79, 21.05, 67.61, 17.20]
91: [117.54, 53.12, 17.28, 29.72, 35.65, 36.90, 60.59, 5.26, 79.71, 44.80, 60.14, 16.40, 41.75, 30.29, 26.53, 48.67]
92: [14.03, 40.12, 40.55, 46.06, 31.29, 45.97, 102.36, 49.58, 30.56, 32.53, 1.08, 83.78, 40.28, 23.57, 90.86, 30.57]
93: [39.44, 47.22, 54.06, 68.55, 54.66, 74.34, 26.50, 61.65, 32.75, 44.41, 75.96, 26.88, 16.82, 62.67, 68.76, 59.05]
94: [139.13, 23.98, 92.51, 64.19, 29.27, 23.74, 28.76, 36.08, 106.55, 43.85, 24.27, 39.55, 121.90, 22.23, 34.92, 77.49]
95: [19.11, 109.81, 28.11, 52.84, 22.18, 84.98, 46.83, 24.88, 10.81, 33.92, 31.79, 128.97, 17.49, 34.03, 60.82, 41.27]
96: [146.06, 69.59, 3.79, 28.66, 17.93, 92.74, 47.03, 57.45, 21.08, 69.23, 63.72, 92.92, 80.19, 54.91, 54.69, 66.70]
